citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
969,548,Verified email at aimbrain.com,17,11,27,14,2018,2004,Oscar Saz,Machine Learning Engineer at AimBrain Speech Recognition None,"Speech Recognition,Machine Learning,Natural Language Processing,Computer Assisted Language Learning",90
984,541,Verified email at uni-oldenburg.de - ,17,13,32,20,2020,2001,Jorg Lucke,"Professor of Machine Learning,  University of Oldenburg , Germany.","Machine Learning,Computational Neuroscience,Sensory Systems",79
1020,580,Verified email at ebay.com,8,8,8,8,2018,2007,Yuri M Brovman,"Machine Learning Engineer,  eBay None","Machine Learning,Recommender Systems,Deep Learning",22
1031,798,Verified email at upf.edu - ,18,17,23,22,2020,2007,Gergely Neu,"Artificial Intelligence and Machine Learning group,  Universitat Pompeu Fabra None","machine learning,online learning,learning theory,reinforcement learning",37
1046,661,Verified email at amazon.com,14,12,15,14,2019,2006,Avishek Saha,"Machine Learning Scientist,  Amazon None",Machine Learning,40
1053,740,Verified email at ieee.org - ,18,15,29,21,2019,2008,Marco Trincavelli,"Machine Learning Engineer, Raysearch Laboratories AB Homepage None","Machine Learning,Optimization,Autonomous Driving,Robotics,Sensor Fusion",57
1082,693,Verified email at cs.cmu.edu - ,12,9,12,9,2016,2007,Bin Zhao,"Project Scientist, Machine Learning Department,  Carnegie Mellon University None","Machine Learning,Computer Vision,Data Mining",23
1080,390,Verified email at fz-juelich.de - ,16,10,27,10,2019,1988,Prof. Dr.-Ing. Morris Riedel,"Professor of High Performance Computing & Machine Learning,  Forschungszentrum Juelich None","Scientific Computing,High Performance Computing,Machine Learning,Data Mining",179
1083,972,Verified email at netflix.com,10,10,10,10,2019,2003,David J. Berg,"Senior Software Engineer, Machine Learning Infrastructure,  Netflix None","biological and machine vision,signal processing,machine learning,science engineering",32
1099,723,Verified email at amazon.de,9,9,9,9,2019,2006,Michael Brückner,"Sr. Machine Learning Scientist, Amazon Machine Learning None","Machine Learning,Bayesian Modeling",19
1112,1100,Verified email at lbl.gov - ,15,14,19,19,2019,2011,Changlin Zhang,"Previous Research Fellow at  Berkeley National Laboratory , Now Machine Learning Scientist in Bill.com","Catalyst design,Numerical Simulation,Machine Learning,Statistical Learning",31
1116,916,Verified email at oracle.com - ,8,7,8,6,2019,2008,Adam Pocock,Researcher at Oracle Labs Machine Learning Research Group Homepage None,"Machine Learning,Feature Selection,Information Theory,Bayesian Inference",22
1139,1137,Verified email at dfci.harvard.edu - ,10,10,10,10,2020,2014,Ahmed Hosny,Machine Learning @ Dana Farber Cancer Institute Homepage None,"Machine Learning,Deep Learning,Data Visualization,Data Science",38
1136,788,Verified email at wilderai.com - ,16,10,19,10,2019,2005,Kostas Stamatiou,Machine Learning Consultant Homepage None,"crowdsourcing,machine learning,computer vision,satellite imagery,wireless communications",44
1141,930,Verified email at ericsson.com - ,15,14,21,18,2020,2006,Nasser Mohammadiha,"Machine Learning Expert & Data Scientist at  Ericsson , and Adjunct Associate Professor at Chalmers","Machine Learning,Data Analysis,Statistical Signal Processing",62
1153,529,No verified email,13,9,16,9,2016,2005,Rohan D. Kekatpure,Applied Machine Learning Scientific computing None,"Scientific computing,Machine learning",43
1169,1110,Verified email at prowler.io,8,7,8,6,2017,2001,Robert Sugar,"Senior Machine Learning Engineer, Prowler.io bioinformatics None","bioinformatics,synthetic biology,machine learning,sensor networks / robotics,algorithmic finance",25
1171,962,Verified email at aalto.fi - ,17,17,27,25,2020,2008,Arno Solin,"Assistant Professor in Machine Learning,  Aalto University None","Machine learning,Bayesian nonparametrics,Signal processing",67
1175,1086,Verified email at hhi.fraunhofer.de - ,18,18,20,20,2020,2010,Nils Strodthoff,"Research Scientist, Machine Learning Group,  Fraunhofer HHI , Germany","Machine Learning,Deep Learning,Biomedical Data Analysis,ML for Communications,ML for Physics",43
1183,1015,Verified email at ualberta.ca,19,17,29,27,2020,2009,Sunil V Kalmady,Senior Machine Learning Specialist Machine Learning None,"Machine Learning,Psychiatry,Neuroimaging,Heart Failure",118
1184,882,Verified email at ensegid.fr,14,11,20,11,2019,2002,Nesrine CHEHATA,"Associate Professor in machine learning, Bordeaux INP, Fellow researcher machine learning None","machine learning,deep learning,computer vision,Geospatial data analysis,AI for urban and environmental",100
1191,776,Verified email at amazon.com,7,7,7,7,2019,2006,Hagen Fürstenau,"Machine Learning Manager,  Amazon None",,16
1204,1185,Verified email at kaios.ai,8,8,7,7,2020,2013,Muhammad Shoaib,Data Scientist/Machine Learning Engineer at Kaios Machine Learning None,"Machine Learning,Deep learning,NLP,Data Science,Human Activity Recognition",17
1205,1083,Verified email at spotify.com - ,15,14,20,19,2019,2008,Eric J. Humphrey,"Machine Learning Engineering Manager, Spotify USA Homepage None","Music Informatics,Machine Learning,Artificial Intelligence,Music Information Retrieval,Signal Processing",37
1214,585,Verified email at ge.com,20,13,25,15,2018,2001,Feng (Fred) Xue,"Senior Machine Learning Researcher, GE Global Research Machine learning None","Machine learning,artificial intelligence,monitoring diagnostics prognostics,inspection",52
1217,785,Verified email at cvc.uab.es,13,10,15,10,2020,2001,Jaume Amores,"machine learning, computer vision, pattern recognition None None",,31
1230,924,Verified email at usc.edu - ,13,12,15,14,2019,2009,Dogan Can,"Machine Learning Engineer, Apple Homepage None","Machine Learning,Artificial Intelligence,Natural Language Processing,Speech Recognition",37
1261,1094,Verified email at umons.ac.be - ,15,15,17,17,2020,2009,Souhaib Ben Taieb,"Associate Professor in Machine Learning,  University of Mons , Belgium","Statistical Machine Learning,Machine learning,Forecasting,Time series,Energy analytics",25
1258,1226,Verified email at stat.cmu.edu - ,19,19,32,31,2020,2011,Aaditya Ramdas,"Statistics and Machine Learning,  Carnegie Mellon University None","Machine Learning,Statistics",65
1264,787,Verified email at amazon.com - ,18,12,24,15,2019,2002,Kevin Small,"Machine Learning Scientist,  Amazon None","machine learning,natural language processing,artificial intelligence,data mining",37
1300,1041,Verified email at owkin.com - ,16,15,19,18,2019,2010,Eric W. Tramel,Machine Learning @ OWKIN Homepage None,"Machine Learning,Unsupervised Learning,Statistical Physics,Compressed Sensing,Inverse Problems",32
1312,932,Verified email at sussex.ac.uk - ,17,14,21,18,2020,1957,Novi Quadrianto,"Reader in Machine Learning, Predictive Analytics Lab (PAL),  University of Sussex None",Statistical Machine Learning,59
1313,530,Verified email at amazon.com,20,11,29,12,2019,2002,David Vilar,"Machine Learning Scientist,  Amazon None","Machine Translation,Machine Learning",62
1323,1068,Verified email at macty.eu,8,7,6,4,2018,2006,Susana Zoghbi,Deep Learning Scientist Machine Learning None,"Machine Learning,Natural Language Processing,Computer Vision,Probabilistic Graphical Models,Deep Learning",27
1334,613,Verified email at apple.com - ,13,9,15,9,2013,2003,Andrei Zaharescu,"Computer Vision / Machine Learning Research Scientist,  Apple None","computer vision,image processing,camera calibration,tracking,reconstruction",25
1385,1071,Verified email at teklia.com - ,19,16,32,23,2019,1999,Christopher Kermorvant,Machine Learning expert at Teklia Homepage None,"Machine Learning,Handwriting Recognition,Grammatical Inference,Document image analysis",73
1421,950,Verified email at cs.cmu.edu - ,11,11,11,11,2014,2008,Daniel Munoz,Machine Learning R&D Homepage None,"Machine Learning,Computer Vision,Robotics",19
1421,1086,Verified email at expedia.com - ,17,17,27,23,2019,2006,Ioannis Partalas,Machine Learning Scientist Homepage None,Machine Learning,66
1432,1417,Verified email at informatik.uni-freiburg.de - ,10,10,11,11,2019,2013,Matthias Feurer,"Machine Learning group,  University of Freiburg None","Hyperparameter optimization,Meta-learning,Bayesian optimization,OpenML,AutoML",17
1438,497,Verified email at bgu.ac.il - ,21,13,36,18,2020,1994,Boaz Lerner,"Professor of Machine Learning,  Ben-Gurion University None","Machine Learning,Data Mining,Graphical Models,Data Sciences",84
1447,1365,Verified email at airbnb.com - ,20,18,30,28,2019,2009,Mihajlo Grbovic,"Principal Machine Learning Scientist, Airbnb Homepage None","Machine Learning,Data Mining,Computational Advertising,Search Ranking,Recommender Systems",63
1449,918,Verified email at upf.edu - ,19,15,26,25,2019,2006,Vicenç Gómez,"Artificial Intelligence and Machine Learning research group,  Universitat Pompeu Fabra None","Machine Learning,Artificial Intelligence,Optimal Control,Complex Networks",57
1469,1340,Verified email at andrew.cmu.edu - ,21,20,43,41,2020,2006,Conrad S.Tucker,"Arthur Hamerschlag Career Development Professor, Mechanical Engineering & Machine Learning(Courtesy) Homepage None","Machine Learning,Computer-Aided Design,Healthcare Data Mining,Text Mining",150
1479,786,Verified email at amazon.com - ,18,14,22,16,2019,2003,Alexandre Klementiev,"Machine Learning Scientist,  Amazon , Berlin","Natural Language Processing,Machine Learning,Machine Translation",33
1508,1468,Verified email at nutonomy.com - ,17,17,21,21,2020,2007,Oscar Beijbom,Machine Learning Director at nuTonomy Homepage None,"Machine Learning,Computer Vision",34
1526,1125,Verified email at behavioralsignals.com - ,19,16,35,26,2019,2005,Theodoros Giannakopoulos,Director of Machine Learning at behavioralsignals.com Homepage None,"pattern recognition,multimedia signal analysis,audio analysis",90
1544,954,Verified email at nvidia.com,10,10,10,10,2017,2005,Ganesh Venkatesh,Sr Deep Learning Architect Deep Learning None,"Deep Learning,Computer Architecture,accelerator architecture",19
1533,870,Verified email at apple.com - ,21,15,32,23,2020,2003,Yang Song,"., Applied Machine Learning Apple Inc None","Machine Learning,Optimization,Algorithmic Design",108
1567,1303,Verified email at tri.global - ,18,17,22,20,2020,2008,Adrien Gaidon,"Head of Machine Learning Research, Toyota Research Institute (TRI) Homepage None","Computer Vision,Machine Learning,Deep Learning,Automated Driving",57
1590,826,No verified email - ,16,15,22,16,2016,2007,xingwei Yang,"Machine Learning Science Group, Amazon Homepage None",,39
1591,1530,Verified email at activeeon.com - ,16,16,17,17,2017,2010,Andrews Cordolino Sobral,"Ph.D. on Computer Vision and Machine Learning, Senior AI Research Engineer at Activeeon, Paris Homepage None","Computer Vision,Image Processing,Pattern Recognition,Machine Learning,Deep Learning",23
1597,1566,Verified email at netflix.com - ,16,16,21,20,2019,2009,David Kale,"Senior Machine Learning Scientist,  Netflix None","Artificial Intelligence,Machine Learning,Deep Learning,Time Series",38
1605,1109,Verified email at cs.toronto.edu - ,12,11,13,11,2019,2004,Aaron R Colak,Machine Learning Scientist @ Citadel Homepage None,"Machine learning,data mining,NLP,genomics",26
1629,1614,Verified email at informatik.uni-freiburg.de - ,10,10,10,10,2019,2013,Katharina Eggensperger,"PhD Student, Machine Learning Lab,  University of Freiburg None","Automated Machine Learning,Hyperparameter Optimization,Bayesian Optimization,Algorithm Configuration",17
1628,1250,Verified email at expedia.com - ,21,16,36,29,2020,1999,Wei Lee Woon,"Senior Machine Learning Scientist, Expedia Group Homepage None","Data Analytics,Deep Learning,Text Mining,Machine Learning,Data Science",121
1644,1372,Verified email at ucsf.edu - ,11,11,12,12,2020,2006,Pablo F. Damasceno,"Machine Learning Specialist,  UCSF None","Machine Learning,Complex Systems,Soft Matter Physics,Self-Assembly,Digital Health",19
1711,1250,Verified email at cs.utexas.edu - ,18,16,27,17,2018,2006,W Bradley Knox,"Bosch co-lead for  UT Austin  R&D site, focusing on machine learning for autonomous vehicle behavior","Artificial Intelligence,Reinforcement Learning,Human-Robot Interaction,Autonomous Driving",44
1718,1239,Verified email at expedia.com - ,13,13,16,15,2020,2008,Eleftherios Spyromitros-Xioufis,Data scientist | Machine Learning researcher Homepage None,"Machine Learning,Multi-label Classification,Natural Language Processing,Image Retrieval,Data Stream Classification",31
1751,800,Verified email at amazon.com - ,12,10,14,10,2019,2005,Evan Welbourne,Amazon Smart Home Machine Learning Homepage None,"Machine Learning,Internet of Things,Mobile,Sensing,Privacy",30
1779,1763,Verified email at adelaide.edu.au - ,12,12,14,13,2020,2009,Damien Teney,", Australian Institute for Machine Learning (AIML) University of Adelaide None","Computer vision,Deep Learning,Robotics,Vision & Language",33
1815,877,Verified email at dailymotion.com - ,23,16,38,24,2020,2003,sileye ba,"Senior Machine Learning Scientist, Dailymotion Homepage None","object tracking,activity recognition,fisheye camera calibration,video categorization",77
1839,716,Verified email at adobe.com,18,14,24,17,2019,2000,Wei Zhang,"Senior Staff Machine Learning Scientist,  Adobe None","Machine Learning,Computer Vision,Image and Video Processing,Medical Image Analysis",55
1866,712,Verified email at adelaide.edu.au,21,11,26,13,2016,1996,Jamie Sherrah,", Australian Institute of Machine Learning University of Adelaide None","computer vision,machine learning",49
1877,1225,Verified email at acxiom.com - ,11,10,12,10,2019,1999,C.-C. Joseph Wang,"Sr. Data Scientist(machine learning), Acxiom Inc, The Interpublic Group of Companies (current) Homepage None","Quantum Machine Learning,Machine learning,Quantum computation,Open Quantum Systems,Emergent material properties",31
1894,1845,Verified email at amazon.com - ,17,16,21,21,2019,2010,Mohammad Taha Bahadori,Machine Learning Scientist Homepage None,Machine Learning,32
1936,1810,Verified email at ml.jku.at - ,7,6,6,6,2017,2007,Martin Heusel,", Institute for Machine Learning Johannes Kepler University Linz None","Machine Learning,Neural Networks",10
1945,728,Verified email at fb.com - ,18,10,23,11,2012,2004,Javier Artiles,Machine Learning Engineer @  Facebook None,"Natural Language Processing,Information Extraction,Information Retrieval,Document Clustering,Web search",36
1956,1257,Verified email at netflix.com,12,9,13,9,2019,2003,Chaitanya Ekanadham,content machine learning @  netflix None,"machine learning,statistical modeling,applied math,optimization",27
1984,1864,Verified email at ini.rub.de,17,17,21,20,2020,2009,Asja Fischer,"Professor for Machine Learning,  Ruhr University Bochum None","machine learning,deep learning,probabilistic models",45
1997,889,Verified email at cs.ucsd.edu - ,9,8,9,8,2019,2005,Carolina Galleguillos,Computer Vision and Machine Learning Homepage None,computer vision - pattern recognition,15
2030,997,Verified email at deeplearninganalytics.com - ,22,14,36,18,2020,1997,John Kaufhold,Deep Learning Analytics Homepage None,Machine Learning,62
2034,1623,Verified email at ljmu.ac.uk - ,22,20,58,47,2020,1984,Abir Jaafar hussain,"Professor of Machine Learning,  Liverpool John Moores University None","Neural Networks,Machine learning,Data Science,Signal Processing,Image Compression",326
2034,1176,Verified email at di.ku.dk - ,18,14,32,21,2020,2004,Christina Lioma,"Full Professor in Computer Science, Head of Machine Learning Section,  University of Copenhagen None","Machine Learning,Artificial Intelligence,Information Retrieval,Web Data Mining",98
2049,573,No verified email - ,9,6,9,5,2010,1989,Kelly Jones,"Independent Consultant - EDA tools, software engineering, machine learning Homepage None",,14
2053,1224,Verified email at tu-berlin.de - ,16,13,27,17,2020,1970,Shinichi Nakajima,"Machine Learning Group,  Technische Universität Berlin None","Machine Learning,Computer Vision",110
2055,1703,Verified email at intuit.com - ,27,24,47,45,2020,2009,Shankar Sankararaman,"Data Scientist and Machine Learning, Intuit Homepage None","Machine Learning,Applied Statistics,Prognostics and Decision-Making,Uncertainty Management",122
2063,1189,Verified email at davidgeronimo.com - ,15,11,19,12,2017,2006,David Gerónimo,Head of Machine Learning Homepage None,Catchoom Technologies,37
2072,1861,Verified email at temple.edu - ,19,18,28,27,2020,2010,Nemanja Djuric,"Staff Autonomy Engineer, Machine Learning Tech Lead, Uber ATG Homepage None","Artificial Intelligence,Machine Learning,Data Mining,Self-Driving Vehicles",65
2125,1761,Verified email at rws.nl - ,18,17,21,21,2020,2008,Erdogan Taskesen,Statistical Machine Learning specialist Homepage None,"Machine learning,Pattern recognition,statistics,data science,cyber security",52
2139,1368,Verified email at cc.gatech.edu - ,17,14,25,18,2018,2003,Raffay Hamid,"Computer Vision, Machine Learning Homepage None",,39
2191,1046,Verified email at nokia-bell-labs.com - ,23,15,35,23,2020,1992,Pantelis Monogioudis,"Head of Applied Machine Learning, NOKIA Bell Labs Homepage None","Artificial Intelligence,Machine Learning,Autonomous Vehicles,Networks",73
2196,948,Verified email at tno.nl - ,17,13,34,15,2018,2003,Gertjan Burghouts,Video Machine/Deep Learning Homepage None,"behaviour recognition,action recognition,machine learning",73
2221,606,Verified email at deep-learning-machine.com - ,15,7,18,6,2009,1977,Mike Flynn,"Xerox, Idiap Research Institute, Logica Homepage None","Machine Learning,PDA,memory",28
2084,971,Verified email at act.org - ,16,14,23,19,2018,1883,Saad M. Khan,"Director AI and Machine Learning, ACTNext,  ACT None","EdTech,Computer Vision,AI,Machine Learning",1561
2224,1632,Verified email at sysu.edu.cn,24,21,31,26,2020,2007,Zhi Xie,"Professor in Bioinformatics, Genomics and Machine learning at  Sun Yat-sen University None","Bioinformatics,Genomics,Machine learning",54
2280,2201,Verified email at bu.edu - ,10,9,11,9,2017,2007,Luca Dalessio,"Machine Learning Scientists, The Broad Institute of Harvard and MIT Homepage None","Machine Learning,Statistical Mechanics,Probability",23
2377,1730,Verified email at machinelearningmastery.com - ,24,22,43,34,2019,2002,Jason Brownlee,Machine Learning Mastery Homepage None,Machine Learning,102
2385,536,Verified email at csc.fi - ,24,11,46,13,2018,1978,Markus Koskela,Machine learning specialist at  CSC None,"computer vision,multimedia,machine learning,neural networks and deep learning,GPU computing",114
2423,1551,Verified email at fb.com,23,18,43,30,2020,2004,Bin Gao,"Machine Learning Engineer,  Facebook None","Machine Learning,Information Retrieval,Data Mining,Online Advertising",80
2471,2173,Verified email at nvidia.com - ,25,23,40,36,2020,2006,Mostofa Patwary,"Applied Deep Learning Research,  NVIDIA None","Natural Language Processing,Large Scale Deep Learning,High Performance Computing,Parallel Algorithms,Algorithm Engineering",70
2497,2396,Verified email at bioinf.jku.at,18,16,23,21,2020,2010,Günter Klambauer,"Researcher, LIT AI Lab & Institute for Machine Learning,  Johannes Kepler University None","machine learning,bioinformatics,deep learning,neural networks,drug design",69
2520,1699,Verified email at shirazu.ac.ir - ,24,21,51,41,2020,2002,Reza Boostani,"Associate Professor, Biomedical Signal Processing and Machine Learning,  Shiraz University None","Biomedical Signal Processing,Machine Learning,Pattern Recognition,Computer Aided Diagnosis,Chaotic Systems",164
2536,1146,Verified email at ge.com - ,28,16,58,38,2020,1994,Scott Evans,"Principal Scientists Machine Learning, GE Research Homepage None","Machine Learning,Data Mining,MDL,Information Theory",120
2574,2004,Verified email at unimelb.edu.au - ,19,17,29,27,2018,2008,Vinh Nguyen,"Deep Learning Solutions Architect at NVIDIA & Machine Learning Scientist,  University of Melbourne None","Deep learning,Machine learning,Data science",65
2599,1798,Verified email at amazon.com - ,24,21,37,27,2020,2004,Shiva Kasiviswanathan,Amazon Machine Learning Homepage None,"Machine Learning,Deep Learning,Theoretical Computer Science,Data Privacy",85
2624,1813,Verified email at univ-rouen.fr - ,24,21,67,47,2020,2005,Paul Honeine,"Professor in Machine Learning & Signal Processing, LITIS Lab, Université de Rouen Normandie Homepage None","Machine Learning,Signal Processing,Advanced Statistics,Sensor Networks,Hyperspectral image processing",209
2635,621,Verified email at advaitstrategies.com - ,15,11,17,11,2015,2003,"Ankur Agarwal, PhD","Artificial Intelligence & Machine Learning Expert, Management Consultant & Advisor Homepage None","Artificial Intelligence,Machine Learning,Computer Vision,Business Strategy",31
2640,1048,Verified email at corston-oliver.com,24,15,33,18,2019,1998,Simon Corston-Oliver,"Machine Learning Manager, Dialpad Natural Language Processing None","Natural Language Processing,Computational Linguistics",53
2681,2672,Verified email at nyu.edu,17,17,23,23,2019,2014,Mariusz Bojarski,Deep Learning Research and Development Engineer at NVIDIA Deep Learning None,"Deep Learning,Autonomous Vehicles,Power Electronics,Wireless Power Transfer,Resonant Inverters",52
2702,2296,Verified email at cs.toronto.edu - ,15,15,19,18,2019,2010,Yichuan Tang,Deep Learning Startup Homepage None,"Machine Learning,Deep Learning,Artificial Intelligence",30
2728,2559,Verified email at microsoft.com,19,19,24,23,2019,2008,Eun Yong Kang,"Machine Learning Scientist,  Microsoft None","Statistical Learning,Machine Learning,Computational Biology,User Modeling,Recommendation System",44
2738,2735,Verified email at inf.ethz.ch - ,11,11,12,12,2020,2015,Seyed-Mohsen Moosavi-Dezfooli,"PostDoc, Institute for Machine Learning,  ETH Zurich None","Computer Vision,Machine Learning",19
2832,1480,Verified email at apple.com - ,17,13,22,14,2019,2003,Kalpana Seshadrinathan,"Computer Vision/Machine Learning Engineer,  Apple None","Deep learning,Multi-camera systems,Camera Calibration and 3D geometry,Mobile Computational photography,Video quality assessm",68
2862,2615,Verified email at apple.com - ,14,14,16,16,2020,2012,Afshin Dehghan,Machine Learning Manager  Apple None,"Computer Vision,Machine Learning,Deep Learning",31
2886,1125,Verified email at applusrtd.com,34,17,64,36,2020,1927,Michael Fernandez Llamosa,Machine Learning Specialist Precision Engineering None,"Precision Engineering,Computational Chemistry,Artificial Intelligence,Material Informatics,Computational Toxicology",343
2892,2228,Verified email at es.aau.dk - ,26,23,72,53,2020,1996,Zheng-Hua Tan,"Professor of Machine Learning and Speech Processing, Department of Electronic Systems Homepage None","Machine learning,deep learning,speech recognition,speech processing,multimodal.",265
2905,1603,Verified email at sheffield.ac.uk - ,23,16,38,24,2020,2002,Haiping LU (吕海平),"Senior Lecturer in Machine Learning, Department of Computer Science,  University of Sheffield None","Machine Learning,Medical Imaging,Tensor Analysis,Dimensionality Reduction",61
2957,1969,Verified email at csail.mit.edu - ,16,14,19,15,2020,2002,Tomasz Malisiewicz,Principal Engineer in Deep Learning and SLAM Homepage None,"Computer Vision,Deep Learning,Machine Learning,Object Detection,SLAM",44
2982,1618,Verified email at amazon.com - ,25,18,36,24,2017,1995,François Mairesse,"Senior Machine Learning Scientist,  Amazon.com None","Natural language processing,Speech technologies,Machine learning",60
3009,1080,Verified email at apple.com - ,11,9,12,9,2017,2002,Al M Rashid,"Machine Learning Data Scientist,  Apple Inc .","Machine Learning,Recommender Systems,User Modeling",19
3165,2065,Verified email at uit.no - ,26,19,57,41,2020,2001,Robert Jenssen,"Professor & Head, Machine Learning Group, Department of Physics and Technology, University of Homepage None","Machine learning,information theoretic learning,kernel methods,deep learning,health data analytics",162
3245,3218,Verified email at cs.cmu.edu - ,27,27,41,41,2019,2013,Zhiting Hu,"PhD Candidate of Machine Learning Department,  Carnegie Mellon University None",Machine Learning,50
3318,1243,Verified email at cs.cmu.edu - ,19,16,26,19,2020,2003,Geoff Gordon,"Professor of Machine Learning,  Carnegie Mellon University None","Artificial Intelligence,Machine Learning",73
3380,1619,Verified email at nih.gov - ,18,14,21,15,2020,2000,Francisco Pereira,"Machine Learning Team, National Institute of Mental Health Homepage None","Machine Learning,Brain Imaging,Cognitive Neuroscience",68
3438,2542,Verified email at vintra.io,28,19,41,28,2019,1962,Carlo Gatta,Head of Machine Learning Team @ Vintra Inc. Deep Learning None,"Deep Learning,Computer Vision",86
3390,2983,Verified email at di.ku.dk - ,30,28,71,62,2020,2004,Anders Søgaard,"Full Professor in NLP and Machine Learning,  University of Copenhagen None","Natural Language Processing,Machine Learning.",253
3447,1360,Verified email at cs.byu.edu - ,28,18,50,26,2019,1995,Eric Ringger,Director of Machine Learning for Personalization at Zillow Homepage None,"Natural Language Processing,Machine Learning,Text Mining,Personalization",99
3479,3452,Verified email at zenuity.com - ,11,11,13,11,2017,2012,Sebastian Ramos,Technical Expert | Deep Learning Multi-Sensor Perception @ Zenuity Homepage None,"Autonomous Driving,Machine Learning,Computer Vision,Robotics",19
3453,2375,Verified email at apple.com,33,27,85,71,2020,1966,Pengfei Li,"Machine Learning Engineer,  Apple None","Dynamic Modeling,Optimal Controls,Model-Based System Engineering",228
3701,2142,Verified email at newcastle.ac.uk - ,29,19,54,33,2020,2000,Jaume Bacardit,"Reader in Machine Learning,  Newcastle University None","Bioinformatics,Machine Learning,Data Mining,Big Data,Evolutionary Computation",119
3798,2171,Verified email at liverpool.ac.uk - ,30,24,55,38,2020,1995,J. Y. Goulermas,"Reader, Computer Science,  University of Liverpool , Data Mining & Machine Learning (DMML) group","machine learning,data analysis,mathematical modelling,DMML",159
3813,786,Verified email at deep-context.com - ,24,13,38,17,2018,1998,Ali Arsanjani,"Professor of Machine Learning, San Jose State University, VP AI and Machine Learning, DeepContext Homepage None",Artificial Intelligence,84
3832,1236,Verified email at jpmchase.com,29,19,56,29,2019,1997,Lidia Mangu,"Head of Machine Learning Center of Excellence, JP Morgan Chase & Co. Machine Learning None","Machine Learning,Speech Recognition,Spoken Term Detection",95
3879,2776,Verified email at nvidia.com - ,31,28,42,41,2020,2004,Asit Mishra,"Deep Learning Computer Architect,  Nvidia None","Computer Architecture,Micro-architecture,Deep Learning,Hardware Accelerators",77
3878,1419,Verified email at cs.cmu.edu - ,29,20,43,29,2018,1981,Roy Maxion,"Research Professor of Computer Science/Machine Learning,  Carnegie Mellon University None","Computer security,biometrics,experimental/research methods",116
3885,958,Verified email at clarifai.com - ,20,11,21,11,2017,1989,Lambert Wixson,"Head of Applied Machine Learning, Clarifai Homepage None","computer vision,machine learning",22
3923,2743,Verified email at stat.uni-muenchen.de - ,29,27,46,39,2020,2007,Fabian Scheipl, / Munich Center for Machine Learning LMU Munich None,"Statistics,Bayesian Statistics,Functional Data Analysis,Mixed Models,Additive Models",85
3953,3941,Verified email at tomtom.com - ,15,15,18,17,2019,2013,Mohsen Ghafoorian,"Machine Learning R&D, TomTom Homepage None","Machine Learning,Deep Learning,Medical Image Analysis,Computer Vision,Autonomous Driving",34
4093,4024,Verified email at mail.uc.edu - ,14,13,15,15,2020,2007,Behrad Bagheri,"Machine Learning Scientist, Amobee Inc. Homepage None","Artificial Intelligence,Deep Learning,Federated Learning,Block Chain,Industry 4.0",27
4176,3681,Verified email at cmu.edu,25,25,39,39,2020,2008,Ryan Tibshirani,"Associate Professor of Statistics, and Machine Learning,  Carnegie Mellon University None","Statistics,Machine Learning",45
4234,2505,Verified email at manchester.ac.uk - ,26,21,47,33,2019,2001,Gavin Brown,"Professor of Machine Learning, School of Computer Science,  University of Manchester None","Machine Learning,Artificial Intelligence,Pattern Recognition",93
4300,2800,Verified email at google.com - ,20,18,24,22,2020,2009,Rodolphe JENATTON,"Senior machine learning scientist at  Google  Brain, Berlin",machine learning - convex optimization - sparsity - auto-ML/Bayesian optimization,45
4517,3299,Verified email at ml.jku.at - ,25,21,37,29,2019,2004,Johannes Kofler,"Institute for Machine Learning,  Johannes Kepler University Linz , Austria","Artificial Intelligence,Machine Learning,Quantum Physics,Quantum Foundations",52
4699,3943,Verified email at clevert.de,19,16,23,21,2020,2000,Djork-Arné Clevert,"Director, Machine Learning Research, Bayer AG Bioinformatics None","Bioinformatics,Machine Learning,Deep Learning",63
4745,4595,Verified email at hzdr.de - ,33,33,63,61,2020,2011,Pedram Ghamisi,", Division Exploration, Machine Learning Group (head) Helmholtz-Zentrum Dresden-Rossendorf None",,160
5102,5090,Verified email at cmu.edu - ,27,27,40,40,2020,2008,Zachary C. Lipton,Assistant Professor of Operations Research & Machine Learning at  CMU None,"Machine Learning,Healthcare,Technology & Society,Natural Language Processing,Robustness & Causality",89
848,458,Verified email at mathworks.com,16,13,19,14,2018,1996,Jos Martin,"Director - Cloud Integration & Parallel Computing,  MathWorks Ltd .","Parallel Computing,GPU Computing,Atomic & Laser Physics,BEC",48
27,27,Verified email at research.staffs.ac.uk,3,3,0,0,2020,2016,Siyakha N Mthunzi,"Researcher in Cloud Computing Applications Security. Faculty of Computing, Engineering and Sciences Cloud Computing None","Cloud Computing,Bio-inspired Security,Proactive Defense",11
1,1,Verified email at auaf.edu.af,1,1,0,0,2018,2003,Edris Hamraz,Cloud computing security and Privacy None None,,7
1,1,Verified email at ut.ee,1,1,0,0,2020,2018,Souvik Paul,"Masters Research Scholar, Mobile & Cloud Lab, Institute of Computer Science, University of Tartu, Tartu , Estonia Cloud Computing None","Cloud Computing,Machine Learning,Fog Computing,Internet of Things,#unitartucs",3
1,1,Verified email at CloudComputingTechnologies.com - ,1,1,0,0,2014,2014,Dr. Alan F. Castillo,"President and Enterprise Architect, Cloud Computing Technologies Homepage None","Cloud Computing,Strategic Advantage",1
